functionSource,label,annotator1,annotator2
"dump_node_to_file (NODE *node, char *filename, int flags)
{
  FILE *output_stream;
  char *nodes_filename;

  debug (1, (_(""writing file %s""), filename));
  
  /* Get the stream to print this node to.  Special case of an output
     filename of ""-"" means to dump the nodes to stdout. */
  if (strcmp (filename, ""-"") == 0)
    output_stream = stdout;
  else
    output_stream = fopen (filename, flags & DUMP_APPEND ? ""a"" : ""w"");

  if (!output_stream)
    {
      info_error (_(""Could not create output file `%s'.""), filename);
      return;
    }

  if (node->parent)
    nodes_filename = node->parent;
  else
    nodes_filename = node->filename;

  initialize_dumping ();
  
  if (flags & DUMP_APPEND)
    fputc ('\f', output_stream);
  fprintf (output_stream, ""%s\n"", info_find_fullpath (node->filename));

  if (dump_node_to_stream (nodes_filename, node->nodename,
			   output_stream, flags & DUMP_SUBNODES)
      == DUMP_SYS_ERROR)
    {
      info_error (_(""error writing to %s: %s""), filename, strerror (errno));
      exit (EXIT_FAILURE);
    }

  if (output_stream != stdout)
    fclose (output_stream);

  debug (1, (_(""closing file %s""), filename));
}",3,1,1
"main (gint argc,
      gchar **argv)
{
	gchar * line = NULL;
	gsize len = 0;
	ECalBackendFile * cbfile;
	gint num = 0;
	GError *error = NULL;
	GOptionContext *context;
	FILE * fin = NULL;

	g_type_init ();

	context = g_option_context_new (""- test utility for e-d-s file backend"");
	g_option_context_add_main_entries (context, entries, GETTEXT_PACKAGE);
	if (!g_option_context_parse (context, &argc, &argv, &error))
	{
		g_print (""option parsing failed: %s\n"", error->message);
		exit (1);
	}

	calendar_fname = g_strdup (""calendar.ics"");

	if (!calendar_fname)
	{
		g_message (G_STRLOC "" Please, use -c parameter"");
		exit (-1);
	}

	cbfile = g_object_new (E_TYPE_CAL_BACKEND_FILE, NULL);
	open_cal (cbfile, calendar_fname, &error);
	if (error != NULL) {
		g_message (G_STRLOC "" Could not open calendar %s: %s"", calendar_fname, error->message);
		exit (-1);
	}

	if (fname)
	{
		fin = fopen (fname, ""r"");

		if (!fin)
		{
			g_message (G_STRLOC "" Could not open file %s"", fname);
			goto err0;
		}
	}
	else
	{
		g_message (G_STRLOC "" Reading from stdin"");
		fin = stdin;
	}

	while (private_getline (&line, &len, fin) != -1) {
		g_print (""Query %d: %s"", num++, line);

		if (only_execute)
			execute_query (cbfile, line);
		else
			test_query (cbfile, line);
	}

	if (line)
		free (line);

	if (fname)
		fclose (fin);

err0:
	g_object_unref (cbfile);

	return 0;
}",3,1,1
"read_line (FILE *const f, const char *const filename, char **const buffer_ptr, size_t *const len_buffer_ptr,
           unsigned int *const lineno_ptr)
{
    size_t i = 0;
    int line_nonempty = 0, no_comment = 1;

    ++*lineno_ptr;

    while (1)
    {
#if HAVE_FGETC_UNLOCKED
        const int c = fgetc_unlocked (f);
#else
        const int c = fgetc (f);
#endif

        if (i >= *len_buffer_ptr)
            *buffer_ptr = xrealloc (*buffer_ptr, *len_buffer_ptr *= 2);

        if (c == EOF)
        {
            if (ferror (f))
            {
                fprintf (stderr, _(""%s: %s: %s\n""), invocation_name, filename, strerror (errno));
                exit (1);
            }

            (*buffer_ptr) [i] = '\0';
            return line_nonempty ? *buffer_ptr : 0;
        }
        else if (c == '\n')
        {
            if (line_nonempty)
            {
                (*buffer_ptr) [i] = '\0';
                return *buffer_ptr;
            }
            else
            {
                i = 0;
                no_comment = 1;
                ++*lineno_ptr;
            }
        }
        else if (c == '#')
            no_comment = 0;
        else if (no_comment && c != '\0')
        {
            (*buffer_ptr) [i++] = c;
            if (!isspace (c))
                line_nonempty = 1;
        }
    }
}",3,1,1
"test_read_ip6_wired_connection (void)
{
	NMConnection *connection;
	NMSettingConnection *s_con;
	NMSettingWired *s_wired;
	NMSettingIP4Config *s_ip4;
	NMSettingIP6Config *s_ip6;
	GError *error = NULL;
	const char *tmp;
	const char *expected_id = ""Test Wired Connection IP6"";
	const char *expected_uuid = ""4e80a56d-c99f-4aad-a6dd-b449bc398c57"";

	connection = nm_keyfile_plugin_connection_from_file (TEST_WIRED_IP6_FILE, NULL);
	ASSERT (connection != NULL,
			""connection-read"", ""failed to read %s"", TEST_WIRED_IP6_FILE);

	ASSERT (nm_connection_verify (connection, &error),
	        ""connection-verify"", ""failed to verify %s: %s"", TEST_WIRED_IP6_FILE, error->message);

	/* ===== CONNECTION SETTING ===== */

	s_con = nm_connection_get_setting_connection (connection);
	ASSERT (s_con != NULL,
	        ""connection-verify-connection"", ""failed to verify %s: missing %s setting"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_CONNECTION_SETTING_NAME);

	/* ID */
	tmp = nm_setting_connection_get_id (s_con);
	ASSERT (tmp != NULL,
	        ""connection-verify-connection"", ""failed to verify %s: missing %s / %s key"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_CONNECTION_SETTING_NAME,
	        NM_SETTING_CONNECTION_ID);
	ASSERT (strcmp (tmp, expected_id) == 0,
	        ""connection-verify-connection"", ""failed to verify %s: unexpected %s / %s key value"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_CONNECTION_SETTING_NAME,
	        NM_SETTING_CONNECTION_ID);

	/* UUID */
	tmp = nm_setting_connection_get_uuid (s_con);
	ASSERT (tmp != NULL,
	        ""connection-verify-connection"", ""failed to verify %s: missing %s / %s key"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_CONNECTION_SETTING_NAME,
	        NM_SETTING_CONNECTION_UUID);
	ASSERT (strcmp (tmp, expected_uuid) == 0,
	        ""connection-verify-connection"", ""failed to verify %s: unexpected %s / %s key value"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_CONNECTION_SETTING_NAME,
	        NM_SETTING_CONNECTION_UUID);

	/* ===== WIRED SETTING ===== */

	s_wired = nm_connection_get_setting_wired (connection);
	ASSERT (s_wired != NULL,
	        ""connection-verify-wired"", ""failed to verify %s: missing %s setting"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_WIRED_SETTING_NAME);

	/* ===== IPv4 SETTING ===== */

	s_ip4 = nm_connection_get_setting_ip4_config (connection);
	ASSERT (s_ip4 != NULL,
	        ""connection-verify-ip4"", ""failed to verify %s: missing %s setting"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_IP4_CONFIG_SETTING_NAME);

	/* Method */
	tmp = nm_setting_ip4_config_get_method (s_ip4);
	ASSERT (strcmp (tmp, NM_SETTING_IP4_CONFIG_METHOD_DISABLED) == 0,
	        ""connection-verify-wired"", ""failed to verify %s: unexpected %s / %s key value"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_IP4_CONFIG_SETTING_NAME,
	        NM_SETTING_IP4_CONFIG_METHOD);

	ASSERT (nm_setting_ip4_config_get_num_addresses (s_ip4) == 0,
	        ""connection-verify-wired"", ""failed to verify %s: unexpected %s / %s key value"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_IP4_CONFIG_SETTING_NAME,
	        NM_SETTING_IP4_CONFIG_DNS);

	/* ===== IPv6 SETTING ===== */

	s_ip6 = nm_connection_get_setting_ip6_config (connection);
	ASSERT (s_ip6 != NULL,
	        ""connection-verify-ip6"", ""failed to verify %s: missing %s setting"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_IP6_CONFIG_SETTING_NAME);

	/* Method */
	tmp = nm_setting_ip6_config_get_method (s_ip6);
	ASSERT (strcmp (tmp, NM_SETTING_IP6_CONFIG_METHOD_MANUAL) == 0,
	        ""connection-verify-wired"", ""failed to verify %s: unexpected %s / %s key value"",
	        TEST_WIRED_IP6_FILE,
	        NM_SETTING_IP6_CONFIG_SETTING_NAME,
	        NM_SETTING_IP6_CONFIG_METHOD);

	/* IPv6 address */
	g_assert (nm_setting_ip6_config_get_num_addresses (s_ip6) == 1);
	check_ip6_address (s_ip6, 0, ""abcd:1234:ffff::cdde"", 64, ""abcd:1234:ffff::cdd1"");

	g_object_unref (connection);
}",3,1,1
"h_f_option(opt, arg)
     /*ARGSUSED*/
     char *opt;
     char *arg;
{

struct linked_list *shfiles;
if (!strcmp(arg,""""))
  return(1);
fileflg = TRUE;
if (strcmp(arg,""-"") == 0)
  stdinflg = TRUE;
else
  {
    if (shapefiles == (struct linked_list *) NIL)
      {
	if ((shapefiles = (struct linked_list *) malloc(sizeof(struct linked_list))) == (struct linked_list *) NIL)
	  errexit(10,""malloc"");
	if ((shapefiles->string = malloc((unsigned) strlen(arg) + sizeof(char))) == NIL)
	  errexit(10,""malloc"");
	strcpy(shapefiles->string,arg);
	shapefiles->nextstring = (struct linked_list *) NIL;
      }
    else
      {
	shfiles = shapefiles;
	while( shfiles->nextstring != (struct linked_list *) NIL)
	  shfiles = shfiles->nextstring;
	
	if((shfiles->nextstring  = (struct linked_list *) malloc(sizeof(struct linked_list))) == (struct linked_list *) NIL)
	  errexit(10,""malloc"");
	shfiles = shfiles->nextstring;
	if ((shfiles->string = malloc((unsigned) strlen(arg) + sizeof(char))) == NIL)
	  errexit(10,""malloc"");
	strcpy(shfiles->string, arg);
	shfiles->nextstring = (struct linked_list *) NIL;
      }
  }
  return(0);
}",3,1,1
"get_number_of_occuped_orbitals(gchar* FileName, gint* nAlpha, gint* nBeta)
{
 	gchar *t;
 	FILE *file;
	gchar *tag=NULL;
	gint necore = 0;

	*nAlpha=-1;
	*nBeta=-1;
 	if ((!FileName) || (strcmp(FileName,"""") == 0)) return;

 	t=g_malloc(BSIZE*sizeof(gchar));
 	file = FOpen(FileName, ""rb"");
 	if(file ==NULL) return;

	tag=g_strdup_printf(""NUMBER OF OCCUPIED ORBITALS "");
	while(!feof(file))
	{
		if(!fgets(t,BSIZE,file))break;
		if(strstr(t,tag))
		{
			gchar* equal=strstr(t,""="");
			if(equal) *nAlpha=atoi(equal+1);
			if(!fgets(t,BSIZE,file))break;
			equal=strstr(t,""="");
			if(equal) *nBeta=atoi(equal+1);
		}

	}
	if(tag!=NULL) g_free(tag);
	if(t!=NULL) g_free(t);
	if(file) fclose(file);
	necore = get_number_of_ecp_core_electrons(FileName);
	*nAlpha -= necore/2;
	*nBeta -= necore/2;
	if(*nAlpha<0) *nAlpha= 0;
	if(*nBeta<0) *nBeta= 0;
}",3,1,1
"gfork_l_opts_log_file(
    globus_options_handle_t             opts_handle,
    char *                              cmd,
    char **                             opt,
    void *                              arg,
    int *                               out_parms_used)
{
    gfork_i_options_t *                 gfork_h;
    globus_result_t                     result;
    FILE *                              fptr;
    GForkFuncName(gfork_l_opts_log_file);

    gfork_h = (gfork_i_options_t *) arg;

    if(strcmp(opt[0], ""-"") == 0)
    {
        gfork_h->log_fptr = stdout;
    }
    else
    {
        fptr = fopen(opt[0], ""w"");
        if(fptr == NULL)
        {
            result = GForkErrorStr(""Could not open log file"");
            goto error;
        }
        gfork_h->log_fptr = fptr;
    }

    *out_parms_used = 1;
    return GLOBUS_SUCCESS;
error:
    return result;
}",3,1,1
"run_amz_file(clamz_downloader *dl,
			const clamz_config *cfg,
			FILE *amzfile,
			const char *fname)
{
  char *inbuf;
  unsigned char *xml;
  size_t sz;
  clamz_playlist *pl;
  int i;
  int status, rv = 0;
  char *logname;
  FILE *logfile;

  sz = 0;
  inbuf = NULL;

  while (!feof(amzfile) && !ferror(amzfile)) {
    if (inbuf)
      inbuf = realloc(inbuf, (sz + 1024) * sizeof(char));
    else
      inbuf = malloc((sz + 1024) * sizeof(char));
    sz += fread(&inbuf[sz], 1, 1024, amzfile);
  }

  if (amzfile != stdin)
    fclose(amzfile);

  if (cfg->printonly && cfg->printasxml) {
    xml = decrypt_amz_file(inbuf, sz, fname);
    if (!xml) {
      free(inbuf);
      return 2;
    }

    printf(""%s"", xml);
    free(xml);
    free(inbuf);
    return 0;
  }
  else {
    if (!cfg->printonly) {
      if (write_backup_file(inbuf, sz, getbasename(fname))) {
        free(inbuf);
        return 3;
      }
    }

    pl = new_playlist();

    if (read_amz_file(pl, inbuf, sz, fname)) {
      free(inbuf);
      free_playlist(pl);
      return 2;
    }

    if (!cfg->printonly) {
      logname = get_config_file_name(""logs"", getbasename(fname), "".log"");
      if (!logname) {
        free(inbuf);
	return 1;
      }

      logfile = fopen(logname, ""w"");
      if (!logfile) {
	perror(logname);
	free(logname);
        free(inbuf);
	return 3;
      }

      free(logname);
      set_download_log_file(dl, logfile);
    }
    else {
      logfile = NULL;
    }

    if (cfg->printonly || cfg->verbose)
      print_pl_info(pl, fname);

    for (i = 0; i < pl->num_tracks; i++) {
      if (cfg->printonly || cfg->verbose)
        print_tr_info(pl->tracks[i], i + 1);

      status = download_track(dl, pl->tracks[i]);
      if (!rv)
        rv = status;
      fputc('\n', stderr);
    }

    set_download_log_file(dl, NULL);

    free(inbuf);
    free_playlist(pl);
    if (logfile)
      fclose(logfile);
    return rv;
  }
}",3,1,1
"test_defaults (GType type, const char *name)
{
	GParamSpec **property_specs;
	guint n_property_specs;
	GObject *setting;
	int i;

	setting = g_object_new (type, NULL);

	property_specs = g_object_class_list_properties (G_OBJECT_GET_CLASS (setting), &n_property_specs);
	ASSERT (property_specs != NULL,
	        name, ""couldn't find property specs for object of type '%s'"",
	        g_type_name (G_OBJECT_TYPE (setting)));

	for (i = 0; i < n_property_specs; i++) {
		GParamSpec *prop_spec = property_specs[i];
		GValue value = { 0, };
		GValue defvalue = { 0, };
		char *actual, *expected;
		gboolean ok = FALSE;

		/* Ignore non-fundamental types since they won't really have
		 * defaults.
		 */
		if (!G_TYPE_IS_FUNDAMENTAL (prop_spec->value_type))
			continue;

		g_value_init (&value, prop_spec->value_type);
		g_object_get_property (G_OBJECT (setting), prop_spec->name, &value);

		g_value_init (&defvalue, prop_spec->value_type);
		g_param_value_set_default (prop_spec, &defvalue);

		actual = g_strdup_value_contents (&value);
		expected = g_strdup_value_contents (&defvalue);

		if (!strcmp (prop_spec->name, NM_SETTING_NAME)) {
			/* 'name' is always the setting name, not the default value */
			ok = !strcmp (nm_setting_get_name (NM_SETTING (setting)), name);
			g_free (expected);
			expected = g_strdup (name);
		} else
			ok = g_param_value_defaults (prop_spec, &value);

		ASSERT (ok,
		        name, ""property '%s' value '%s' not the expected default value '%s'"",
		        prop_spec->name, actual, expected);

		g_free (actual);
		g_free (expected);
		g_value_unset (&value);
		g_value_unset (&defvalue);
	}

	g_free (property_specs);
	g_object_unref (setting);
}",3,1,1
"VCLI_ReadResult(int fd, unsigned *status, char **ptr, double tmo)
{
	char res[CLI_LINE0_LEN];	/* For NUL */
	int i, j;
	unsigned u, v, s;
	char *p;

	if (status == NULL)
		status = &s;
	if (ptr != NULL)
		*ptr = NULL;
	i = read_tmo(fd, res, CLI_LINE0_LEN, tmo);
	if (i != CLI_LINE0_LEN) {
		*status = CLIS_COMMS;
		if (ptr != NULL)
			*ptr = strdup(""CLI communication error (hdr)"");
		if (i != 0)
			return (i);
		return (*status);
	}
	assert(i == CLI_LINE0_LEN);
	assert(res[3] == ' ');
	assert(res[CLI_LINE0_LEN - 1] == '\n');
	res[CLI_LINE0_LEN - 1] = '\0';
	j = sscanf(res, ""%u %u\n"", &u, &v);
	assert(j == 2);
	*status = u;
	p = malloc(v + 1L);
	assert(p != NULL);
	i = read_tmo(fd, p, v + 1, tmo);
	if (i < 0) {
		*status = CLIS_COMMS;
		free(p);
		if (ptr != NULL)
			*ptr = strdup(""CLI communication error (body)"");
		return (i);
	}
	assert(i == v + 1);
	assert(p[v] == '\n');
	p[v] = '\0';
	if (ptr == NULL)
		free(p);
	else
		*ptr = p;
	return (0);
}",3,1,1
"open_file( char *psz_filename, hnd_t *p_handle, cli_output_opt_t *opt )
{
    if( !strcmp( psz_filename, ""-"" ) )
        *p_handle = stdout;
    else if( !(*p_handle = fopen( psz_filename, ""w+b"" )) )
        return -1;

    return 0;
}",3,1,1
"check_entry(ids, entry)
struct db_id *ids;
char *entry;
{
   struct db_id *id;
   int i, tot, bar, len, xlen;
   char *ptr, idtemp[SNAMELEN*6 + 6], dbtemp[SNAMELEN*6 + 6];
   char ctemp[SNAMELEN*6 + 6], xtemp[SNAMELEN];
   char idlist[10][SNAMELEN*6 + 6];

   id = ids->next;
   while (id != NULL)
   {
      if (id->found == NO)
      {
         if (strcmp(id->entry, ""-"") == 0)  /* just take the first sequence */
         {
             return(id);
         }
         else
         {
            /*	Store the id names because can't use strtok
		for two things simultaneously    */
            strcpy(idtemp, id->entry);
            tot = 0;
            ptr = strtok(idtemp, ""| \0\r\n\t"");
            while(ptr != NULL)
            {
	      if (tot < 10) { strcpy(idlist[tot++], ptr); }
              ptr = strtok(NULL, ""| \0\r\n\t"");
            }

	    len = strlen(entry);
            /*  Truncate database name here  */
	    if (len > SNAMELEN*6) len = SNAMELEN*6;
            strncpy(dbtemp, entry, len); dbtemp[len] = '\0';
            ptr = strtok(dbtemp, ""| \0\r\n\t"");
            while(ptr != NULL)
            {
               /*  entry==ptr could be O88996_RAT, want it to match O88996*/
               xtemp[0] = '\0';
               xlen = strcspn(ptr, ""_"");
               if (xlen > 0)
               {
                 strncpy(xtemp, ptr, xlen); xtemp[xlen] = '\0';
               }
               for (i=0; i< tot; i++)
               {
	         if ( (strcmp(ptr, idlist[i]) == 0) ||
                      ((strlen(xtemp) > 0) && strcmp(xtemp, idlist[i]) == 0) )
                 {
                   strncpy(ctemp, entry, len); ctemp[len] = '\0'; 
	           /* Only want max of two parts in id->entry   */
                   bar=NO; i=0;
	           for (i=0; i<strlen(ctemp); i++)
                   {
		          if (ctemp[i] == '|')
		          {
		             if (!bar) { bar=YES;   }
		             else { ctemp[i] = '\0'; i = len;  }
		          }
                   }
                    strcpy(id->full_entry, ctemp);
                    return(id);
                 }
               }
               ptr = strtok(NULL, ""| \0\r\n\t"");
            }
         }
      }
      id = id->next;
   }
   return(NULL);
}",3,1,1
